name,body_part,target,equipment,gif_url,image
"dumbbell biceps curl v sit on bosu ball","upper arms","biceps","dumbbell","videos/1656-H1XAdpk.gif","images/1656-H1XAdpk.jpg"
"dumbbell burpee","cardio","cardiovascular system","dumbbell","videos/1201-0JtKWum.gif","images/1201-0JtKWum.jpg"
"dumbbell clean","upper legs","glutes","dumbbell","videos/0295-7Hg55JG.gif","images/0295-7Hg55JG.jpg"
"dumbbell close grip press","upper arms","triceps","dumbbell","videos/1731-7jGOBF3.gif","images/1731-7jGOBF3.jpg"
"dumbbell close-grip press","upper arms","triceps","dumbbell","videos/0296-RxayqAZ.gif","images/0296-RxayqAZ.jpg"
"dumbbell concentration curl","upper arms","biceps","dumbbell","videos/0297-gvsWLQw.gif","images/0297-gvsWLQw.jpg"
"dumbbell contralateral forward lunge","upper legs","glutes","dumbbell","videos/3635-ecl28tP.gif","images/3635-ecl28tP.jpg"
"dumbbell cross body hammer curl","upper arms","biceps","dumbbell","videos/0298-Qyk5J3p.gif","images/0298-Qyk5J3p.jpg"
"dumbbell cross body hammer curl v. 2","upper arms","biceps","dumbbell","videos/1657-HDYiZcY.gif","images/1657-HDYiZcY.jpg"
"dumbbell cuban press","shoulders","delts","dumbbell","videos/0299-QfAKy1G.gif","images/0299-QfAKy1G.jpg"
"dumbbell cuban press v. 2","shoulders","delts","dumbbell","videos/2136-BqgCRif.gif","images/2136-BqgCRif.jpg"
"dumbbell deadlift","upper legs","glutes","dumbbell","videos/0300-nUwVh7b.gif","images/0300-nUwVh7b.jpg"
"dumbbell decline bench press","chest","pectorals","dumbbell","videos/0301-DwhEmmE.gif","images/0301-DwhEmmE.jpg"
"dumbbell decline fly","chest","pectorals","dumbbell","videos/0302-xXm4nYq.gif","images/0302-xXm4nYq.jpg"
"dumbbell decline hammer press","chest","pectorals","dumbbell","videos/0303-1qrWgZ2.gif","images/0303-1qrWgZ2.jpg"
"dumbbell decline one arm fly","chest","pectorals","dumbbell","videos/1276-NL6YBwN.gif","images/1276-NL6YBwN.jpg"
"dumbbell decline one arm hammer press","upper arms","triceps","dumbbell","videos/1617-SHUMp5H.gif","images/1617-SHUMp5H.jpg"
"dumbbell decline shrug","back","traps","dumbbell","videos/0305-cwsAI4G.gif","images/0305-cwsAI4G.jpg"
"dumbbell decline shrug v. 2","back","traps","dumbbell","videos/0304-bRlbdjK.gif","images/0304-bRlbdjK.jpg"
"dumbbell decline triceps extension","upper arms","triceps","dumbbell","videos/0306-OTgkHwR.gif","images/0306-OTgkHwR.jpg"
"dumbbell decline twist fly","chest","pectorals","dumbbell","videos/0307-reFHapa.gif","images/0307-reFHapa.jpg"
"dumbbell finger curls","lower arms","forearms","dumbbell","videos/1437-mtXengz.gif","images/1437-mtXengz.jpg"
"dumbbell fly","chest","pectorals","dumbbell","videos/0308-yz9nUhF.gif","images/0308-yz9nUhF.jpg"
"dumbbell fly on exercise ball","chest","pectorals","dumbbell","videos/1277-Lt3iWnf.gif","images/1277-Lt3iWnf.jpg"
"dumbbell forward lunge triceps extension","upper arms","triceps","dumbbell","videos/1732-XalXcvM.gif","images/1732-XalXcvM.jpg"
"dumbbell front raise","shoulders","delts","dumbbell","videos/0310-3eGE2JC.gif","images/0310-3eGE2JC.jpg"
"dumbbell front raise v. 2","shoulders","delts","dumbbell","videos/0309-Rr7S3yg.gif","images/0309-Rr7S3yg.jpg"
"dumbbell full can lateral raise","shoulders","delts","dumbbell","videos/0311-AQ0mC4Y.gif","images/0311-AQ0mC4Y.jpg"
"dumbbell goblet squat","upper legs","quads","dumbbell","videos/1760-yn8yg1r.gif","images/1760-yn8yg1r.jpg"
"dumbbell hammer curl","upper arms","biceps","dumbbell","videos/0313-slDvUAU.gif","images/0313-slDvUAU.jpg"
"dumbbell hammer curl on exercise ball","upper arms","biceps","dumbbell","videos/1659-fY68AyX.gif","images/1659-fY68AyX.jpg"
"dumbbell hammer curl v. 2","upper arms","biceps","dumbbell","videos/0312-2NpxjC1.gif","images/0312-2NpxjC1.jpg"
"dumbbell hammer curls (with arm blaster)","upper arms","biceps","dumbbell","videos/2402-GNhAeJ0.gif","images/2402-GNhAeJ0.jpg"
"dumbbell high curl","upper arms","biceps","dumbbell","videos/1664-qAmNMJY.gif","images/1664-qAmNMJY.jpg"
"dumbbell incline alternate press","chest","pectorals","dumbbell","videos/3545-TVdivgY.gif","images/3545-TVdivgY.jpg"
"dumbbell incline bench press","chest","pectorals","dumbbell","videos/0314-ns0SIbU.gif","images/0314-ns0SIbU.jpg"
"dumbbell incline biceps curl","upper arms","biceps","dumbbell","videos/0315-F3xgbjF.gif","images/0315-F3xgbjF.jpg"
"dumbbell incline breeding","chest","pectorals","dumbbell","videos/0316-B3Rxp6L.gif","images/0316-B3Rxp6L.jpg"
"dumbbell incline curl","upper arms","biceps","dumbbell","videos/0318-ae9UoXQ.gif","images/0318-ae9UoXQ.jpg"
"dumbbell incline curl v. 2","upper arms","biceps","dumbbell","videos/0317-RaflbWD.gif","images/0317-RaflbWD.jpg"
"dumbbell incline fly","chest","pectorals","dumbbell","videos/0319-ESOd5Pl.gif","images/0319-ESOd5Pl.jpg"
"dumbbell incline fly on exercise ball","chest","pectorals","dumbbell","videos/1278-HYe1ZqR.gif","images/1278-HYe1ZqR.jpg"
"dumbbell incline hammer curl","upper arms","biceps","dumbbell","videos/0320-ByX0WxV.gif","images/0320-ByX0WxV.jpg"
"dumbbell incline hammer press","chest","pectorals","dumbbell","videos/0321-PG1kcIb.gif","images/0321-PG1kcIb.jpg"
"dumbbell incline hammer press on exercise ball","upper arms","triceps","dumbbell","videos/1618-wkgnGfb.gif","images/1618-wkgnGfb.jpg"
"dumbbell incline inner biceps curl","upper arms","biceps","dumbbell","videos/0322-LCtQPn8.gif","images/0322-LCtQPn8.jpg"
"dumbbell incline one arm fly","chest","pectorals","dumbbell","videos/1279-Gw2HFvW.gif","images/1279-Gw2HFvW.jpg"
"dumbbell incline one arm fly on exercise ball","chest","pectorals","dumbbell","videos/1280-LLNh6q5.gif","images/1280-LLNh6q5.jpg"
"dumbbell incline one arm hammer press","upper arms","triceps","dumbbell","videos/1619-LL1UiTX.gif","images/1619-LL1UiTX.jpg"
"dumbbell incline one arm hammer press on exercise ball","upper arms","triceps","dumbbell","videos/1620-jDnrkar.gif","images/1620-jDnrkar.jpg"
"dumbbell incline one arm lateral raise","shoulders","delts","dumbbell","videos/0323-aTNKZiC.gif","images/0323-aTNKZiC.jpg"
"dumbbell incline one arm press","chest","pectorals","dumbbell","videos/1281-rDAiRf9.gif","images/1281-rDAiRf9.jpg"
"dumbbell incline one arm press on exercise ball","chest","pectorals","dumbbell","videos/1282-Bg5JKSH.gif","images/1282-Bg5JKSH.jpg"
"dumbbell incline palm-in press","chest","pectorals","dumbbell","videos/0324-OVLmUuL.gif","images/0324-OVLmUuL.jpg"
"dumbbell incline press on exercise ball","chest","pectorals","dumbbell","videos/1283-bfiHMpI.gif","images/1283-bfiHMpI.jpg"
"dumbbell incline raise","shoulders","delts","dumbbell","videos/0325-nxW6BkN.gif","images/0325-nxW6BkN.jpg"
"dumbbell incline rear lateral raise","shoulders","delts","dumbbell","videos/0326-vYk8lqw.gif","images/0326-vYk8lqw.jpg"
"dumbbell incline row","back","upper back","dumbbell","videos/0327-7vG5o25.gif","images/0327-7vG5o25.jpg"
"dumbbell incline shoulder raise","chest","serratus anterior","dumbbell","videos/0328-6e2DcYX.gif","images/0328-6e2DcYX.jpg"
"dumbbell incline shrug","back","traps","dumbbell","videos/0329-JymLInS.gif","images/0329-JymLInS.jpg"
"dumbbell incline t-raise","shoulders","delts","dumbbell","videos/3542-jgbvVJ0.gif","images/3542-jgbvVJ0.jpg"
"dumbbell incline triceps extension","upper arms","triceps","dumbbell","videos/0330-OVIKwsd.gif","images/0330-OVIKwsd.jpg"
"dumbbell incline twisted flyes","chest","pectorals","dumbbell","videos/0331-1PLE8e9.gif","images/0331-1PLE8e9.jpg"
"dumbbell incline two arm extension","upper arms","triceps","dumbbell","videos/1733-U7D9Fx3.gif","images/1733-U7D9Fx3.jpg"
"dumbbell incline y-raise","back","upper back","dumbbell","videos/3541-PbzNu7c.gif","images/3541-PbzNu7c.jpg"
"dumbbell iron cross","shoulders","delts","dumbbell","videos/0332-cALkHHX.gif","images/0332-cALkHHX.jpg"
"dumbbell kickback","upper arms","triceps","dumbbell","videos/0333-W6PxUkg.gif","images/0333-W6PxUkg.jpg"
"dumbbell kickbacks on exercise ball","upper arms","triceps","dumbbell","videos/1734-cAvTaSg.gif","images/1734-cAvTaSg.jpg"
"dumbbell kneeling bicep curl exercise ball","upper arms","biceps","dumbbell","videos/1660-2JCuFTU.gif","images/1660-2JCuFTU.jpg"
"dumbbell lateral raise","shoulders","delts","dumbbell","videos/0334-DsgkuIt.gif","images/0334-DsgkuIt.jpg"
"dumbbell lateral to front raise","shoulders","delts","dumbbell","videos/0335-xMjBKwn.gif","images/0335-xMjBKwn.jpg"
"dumbbell lunge","upper legs","glutes","dumbbell","videos/0336-RRWFUcw.gif","images/0336-RRWFUcw.jpg"
"dumbbell lunge with bicep curl","upper arms","biceps","dumbbell","videos/1658-Mz6lLcW.gif","images/1658-Mz6lLcW.jpg"
"dumbbell lying extension (across face)","upper arms","triceps","dumbbell","videos/0337-L2V5Nan.gif","images/0337-L2V5Nan.jpg"
"dumbbell lying alternate extension","upper arms","triceps","dumbbell","videos/1729-NfP83rA.gif","images/1729-NfP83rA.jpg"
"dumbbell lying elbow press","upper arms","triceps","dumbbell","videos/0338-eOCOwIR.gif","images/0338-eOCOwIR.jpg"
"dumbbell lying external shoulder rotation","shoulders","delts","dumbbell","videos/0863-bmBf7LN.gif","images/0863-bmBf7LN.jpg"
"dumbbell lying femoral","upper legs","hamstrings","dumbbell","videos/0339-FkBIE6a.gif","images/0339-FkBIE6a.jpg"
"dumbbell lying hammer press","chest","pectorals","dumbbell","videos/0340-7gdLIXa.gif","images/0340-7gdLIXa.jpg"
"dumbbell lying on floor rear delt raise","shoulders","delts","dumbbell","videos/2470-Ion0XWz.gif","images/2470-Ion0XWz.jpg"
"dumbbell lying one arm deltoid rear","shoulders","delts","dumbbell","videos/0341-gSw59a4.gif","images/0341-gSw59a4.jpg"
"dumbbell lying one arm press","chest","pectorals","dumbbell","videos/0343-zGSIWQi.gif","images/0343-zGSIWQi.jpg"
"dumbbell lying one arm press v. 2","chest","pectorals","dumbbell","videos/0342-K3dIO25.gif","images/0342-K3dIO25.jpg"
"dumbbell lying one arm pronated triceps extension","upper arms","triceps","dumbbell","videos/0344-wyaqzOS.gif","images/0344-wyaqzOS.jpg"
"dumbbell lying one arm rear lateral raise","shoulders","delts","dumbbell","videos/0345-KwFGiEP.gif","images/0345-KwFGiEP.jpg"
"dumbbell lying one arm supinated triceps extension","upper arms","triceps","dumbbell","videos/0346-zZlORz6.gif","images/0346-zZlORz6.jpg"
"dumbbell lying pronation","lower arms","forearms","dumbbell","videos/0347-mym4hJo.gif","images/0347-mym4hJo.jpg"
"dumbbell lying pronation on floor","lower arms","forearms","dumbbell","videos/2705-7RWNjiB.gif","images/2705-7RWNjiB.jpg"
"dumbbell lying pullover on exercise ball","chest","pectorals","dumbbell","videos/1284-iK59oEA.gif","images/1284-iK59oEA.jpg"
"dumbbell lying rear delt row","back","upper back","dumbbell","videos/1328-XUUD0Fs.gif","images/1328-XUUD0Fs.jpg"
"dumbbell lying rear lateral raise","shoulders","delts","dumbbell","videos/0348-53Ttlck.gif","images/0348-53Ttlck.jpg"
"dumbbell lying single extension","upper arms","triceps","dumbbell","videos/1735-6MfS53i.gif","images/1735-6MfS53i.jpg"
"dumbbell lying supination","lower arms","forearms","dumbbell","videos/0349-M2Pm3zj.gif","images/0349-M2Pm3zj.jpg"
"dumbbell lying supination on floor","lower arms","forearms","dumbbell","videos/2706-rEhi2o5.gif","images/2706-rEhi2o5.jpg"
"dumbbell lying supine biceps curl","upper arms","biceps","dumbbell","videos/1661-XVzF3iZ.gif","images/1661-XVzF3iZ.jpg"
"dumbbell lying supine curl","upper arms","biceps","dumbbell","videos/0350-KUaZst7.gif","images/0350-KUaZst7.jpg"
"dumbbell lying triceps extension","upper arms","triceps","dumbbell","videos/0351-mpKZGWz.gif","images/0351-mpKZGWz.jpg"
"dumbbell lying wide curl","upper arms","biceps","dumbbell","videos/1662-qm9veZw.gif","images/1662-qm9veZw.jpg"
"dumbbell neutral grip bench press","upper arms","triceps","dumbbell","videos/0352-pP8wP2P.gif","images/0352-pP8wP2P.jpg"
"dumbbell one arm bench fly","chest","pectorals","dumbbell","videos/1285-o5Jsk92.gif","images/1285-o5Jsk92.jpg"
"dumbbell one arm bent-over row","back","upper back","dumbbell","videos/0292-C0MA9bC.gif","images/0292-C0MA9bC.jpg"
"dumbbell one arm chest fly on exercise ball","chest","pectorals","dumbbell","videos/1286-Bpkf41o.gif","images/1286-Bpkf41o.jpg"
"dumbbell one arm concentration curl (on stability ball)","upper arms","biceps","dumbbell","videos/0353-k5IpyHg.gif","images/0353-k5IpyHg.jpg"
"dumbbell one arm decline chest press","chest","pectorals","dumbbell","videos/1287-REGM1dE.gif","images/1287-REGM1dE.jpg"
"dumbbell one arm fly on exercise ball","chest","pectorals","dumbbell","videos/1288-Am02iPd.gif","images/1288-Am02iPd.jpg"
"dumbbell one arm french press on exercise ball","upper arms","triceps","dumbbell","videos/1736-ziFKQXP.gif","images/1736-ziFKQXP.jpg"
"dumbbell one arm hammer preacher curl","upper arms","biceps","dumbbell","videos/1663-4dF3maG.gif","images/1663-4dF3maG.jpg"
"dumbbell one arm hammer press on exercise ball","upper arms","triceps","dumbbell","videos/1621-VYmYxK5.gif","images/1621-VYmYxK5.jpg"
"dumbbell one arm incline chest press","chest","pectorals","dumbbell","videos/1289-PDaMuyV.gif","images/1289-PDaMuyV.jpg"
"dumbbell one arm kickback","upper arms","triceps","dumbbell","videos/0354-bQy2Eni.gif","images/0354-bQy2Eni.jpg"
"dumbbell one arm lateral raise","shoulders","delts","dumbbell","videos/0355-n5cWCsI.gif","images/0355-n5cWCsI.jpg"
"dumbbell one arm lateral raise with support","shoulders","delts","dumbbell","videos/0356-Yg7MJAT.gif","images/0356-Yg7MJAT.jpg"
"dumbbell one arm press on exercise ball","chest","pectorals","dumbbell","videos/1290-QZFv5ui.gif","images/1290-QZFv5ui.jpg"
"dumbbell one arm prone curl","upper arms","biceps","dumbbell","videos/1665-JWjujiY.gif","images/1665-JWjujiY.jpg"
"dumbbell one arm prone hammer curl","upper arms","biceps","dumbbell","videos/1666-LIGZSTA.gif","images/1666-LIGZSTA.jpg"
"dumbbell one arm pullover on exercise ball","chest","pectorals","dumbbell","videos/1291-bQHPBU3.gif","images/1291-bQHPBU3.jpg"
"dumbbell one arm reverse wrist curl","lower arms","forearms","dumbbell","videos/0358-BwSNDGt.gif","images/0358-BwSNDGt.jpg"
"dumbbell one arm reverse fly (with support)","shoulders","delts","dumbbell","videos/0359-e25F58f.gif","images/0359-e25F58f.jpg"
"dumbbell one arm reverse grip press","chest","pectorals","dumbbell","videos/1622-Ze7MoIb.gif","images/1622-Ze7MoIb.jpg"
"dumbbell one arm reverse preacher curl","upper arms","biceps","dumbbell","videos/1414-bWxq4op.gif","images/1414-bWxq4op.jpg"
"dumbbell one arm reverse spider curl","upper arms","biceps","dumbbell","videos/1667-VdLZ3nB.gif","images/1667-VdLZ3nB.jpg"
"dumbbell one arm seated bicep curl on exercise ball","upper arms","biceps","dumbbell","videos/1668-s999Hdo.gif","images/1668-s999Hdo.jpg"
"dumbbell one arm seated hammer curl","upper arms","biceps","dumbbell","videos/1669-jK2hZ6n.gif","images/1669-jK2hZ6n.jpg"
"dumbbell one arm seated neutral wrist curl","lower arms","forearms","dumbbell","videos/1415-YtaCTYl.gif","images/1415-YtaCTYl.jpg"
"dumbbell one arm shoulder press","shoulders","delts","dumbbell","videos/0361-84RyJf8.gif","images/0361-84RyJf8.jpg"
"dumbbell one arm shoulder press v. 2","shoulders","delts","dumbbell","videos/0360-1TkiAFK.gif","images/0360-1TkiAFK.jpg"
"dumbbell one arm snatch","upper legs","glutes","dumbbell","videos/3888-6pTkI99.gif","images/3888-6pTkI99.jpg"
"dumbbell one arm standing curl","upper arms","biceps","dumbbell","videos/1670-ffQsyBj.gif","images/1670-ffQsyBj.jpg"
"dumbbell one arm standing hammer curl","upper arms","biceps","dumbbell","videos/1671-2sQGZ5b.gif","images/1671-2sQGZ5b.jpg"
"dumbbell one arm triceps extension (on bench)","upper arms","triceps","dumbbell","videos/0362-nAuHPcD.gif","images/0362-nAuHPcD.jpg"
"dumbbell one arm upright row","shoulders","delts","dumbbell","videos/0363-6cKQC5E.gif","images/0363-6cKQC5E.jpg"
"dumbbell one arm wrist curl","lower arms","forearms","dumbbell","videos/0364-q8aHNoF.gif","images/0364-q8aHNoF.jpg"
"dumbbell one arm zottman preacher curl","upper arms","biceps","dumbbell","videos/1672-sxY5Biu.gif","images/1672-sxY5Biu.jpg"
"dumbbell one leg fly on exercise ball","chest","pectorals","dumbbell","videos/1292-pH2x2jj.gif","images/1292-pH2x2jj.jpg"
"dumbbell over bench neutral wrist curl","upper arms","biceps","dumbbell","videos/0365-BKa8dmT.gif","images/0365-BKa8dmT.jpg"
"dumbbell over bench one arm neutral wrist curl","upper arms","biceps","dumbbell","videos/0366-IvV6C9M.gif","images/0366-IvV6C9M.jpg"
"dumbbell over bench one arm reverse wrist curl","lower arms","forearms","dumbbell","videos/1441-4Jc36XM.gif","images/1441-4Jc36XM.jpg"
"dumbbell over bench one arm wrist curl","lower arms","forearms","dumbbell","videos/0367-KI1DjNN.gif","images/0367-KI1DjNN.jpg"
"dumbbell over bench revers wrist curl","lower arms","forearms","dumbbell","videos/0368-3tAXPQ6.gif","images/0368-3tAXPQ6.jpg"
"dumbbell over bench wrist curl","lower arms","forearms","dumbbell","videos/0369-D1xYJAU.gif","images/0369-D1xYJAU.jpg"
"dumbbell palm rotational bent over row","back","upper back","dumbbell","videos/1329-wt6rwjk.gif","images/1329-wt6rwjk.jpg"
"dumbbell palms in incline bench press","upper arms","triceps","dumbbell","videos/1623-8eqjhOl.gif","images/1623-8eqjhOl.jpg"
"dumbbell peacher hammer curl","upper arms","biceps","dumbbell","videos/0370-F1KxjBa.gif","images/0370-F1KxjBa.jpg"
"dumbbell plyo squat","upper legs","glutes","dumbbell","videos/0371-S4pwGlc.gif","images/0371-S4pwGlc.jpg"
"dumbbell preacher curl","upper arms","biceps","dumbbell","videos/0372-jivWf8n.gif","images/0372-jivWf8n.jpg"
"dumbbell preacher curl over exercise ball","upper arms","biceps","dumbbell","videos/1673-hwygydB.gif","images/1673-hwygydB.jpg"
"dumbbell press on exercise ball","chest","pectorals","dumbbell","videos/1293-O8o7q4d.gif","images/1293-O8o7q4d.jpg"
"dumbbell pronate-grip triceps extension","upper arms","triceps","dumbbell","videos/0373-bpJL2Qs.gif","images/0373-bpJL2Qs.jpg"
"dumbbell prone incline curl","upper arms","biceps","dumbbell","videos/0374-mwpPcr1.gif","images/0374-mwpPcr1.jpg"
"dumbbell prone incline hammer curl","upper arms","biceps","dumbbell","videos/1674-cWemPG8.gif","images/1674-cWemPG8.jpg"
"dumbbell pullover","chest","pectorals","dumbbell","videos/0375-9XjtHvS.gif","images/0375-9XjtHvS.jpg"
"dumbbell pullover hip extension on exercise ball","chest","pectorals","dumbbell","videos/1294-lI7easp.gif","images/1294-lI7easp.jpg"
"dumbbell pullover on exercise ball","chest","pectorals","dumbbell","videos/1295-FSD6PGL.gif","images/1295-FSD6PGL.jpg"
"dumbbell push press","shoulders","delts","dumbbell","videos/1700-FS63wTN.gif","images/1700-FS63wTN.jpg"
"dumbbell raise","shoulders","delts","dumbbell","videos/0376-c9MnDRp.gif","images/0376-c9MnDRp.jpg"
"dumbbell rear delt raise","shoulders","delts","dumbbell","videos/2292-mu5Guxt.gif","images/2292-mu5Guxt.jpg"
"dumbbell rear delt row_shoulder","shoulders","delts","dumbbell","videos/0377-EKXOMEh.gif","images/0377-EKXOMEh.jpg"
"dumbbell rear fly","shoulders","delts","dumbbell","videos/0378-8DiFDVA.gif","images/0378-8DiFDVA.jpg"
"dumbbell rear lateral raise","shoulders","delts","dumbbell","videos/0380-v1qBec9.gif","images/0380-v1qBec9.jpg"
"dumbbell rear lateral raise (support head)","shoulders","delts","dumbbell","videos/0379-UzkLrem.gif","images/0379-UzkLrem.jpg"
"dumbbell rear lunge","upper legs","glutes","dumbbell","videos/0381-SSsBDwB.gif","images/0381-SSsBDwB.jpg"
"dumbbell revers grip biceps curl","upper arms","biceps","dumbbell","videos/0382-e4ojVhP.gif","images/0382-e4ojVhP.jpg"
"dumbbell reverse bench press","chest","pectorals","dumbbell","videos/1624-UIbGx6H.gif","images/1624-UIbGx6H.jpg"
"dumbbell reverse fly","shoulders","delts","dumbbell","videos/0383-EAs3xL9.gif","images/0383-EAs3xL9.jpg"
"dumbbell reverse grip incline bench one arm row","back","upper back","dumbbell","videos/1330-ZIViNh1.gif","images/1330-ZIViNh1.jpg"
"dumbbell reverse grip incline bench two arm row","back","upper back","dumbbell","videos/1331-9pQSkH8.gif","images/1331-9pQSkH8.jpg"
"dumbbell reverse grip row (female)","back","upper back","dumbbell","videos/2327-Nh3mvOO.gif","images/2327-Nh3mvOO.jpg"
"dumbbell reverse preacher curl","upper arms","biceps","dumbbell","videos/0384-O8Aq69u.gif","images/0384-O8Aq69u.jpg"
"dumbbell reverse spider curl","upper arms","biceps","dumbbell","videos/1675-6sMAmNv.gif","images/1675-6sMAmNv.jpg"
"dumbbell reverse wrist curl","lower arms","forearms","dumbbell","videos/0385-BLCvwr2.gif","images/0385-BLCvwr2.jpg"
"dumbbell romanian deadlift","upper legs","glutes","dumbbell","videos/1459-rR0LJzx.gif","images/1459-rR0LJzx.jpg"
"dumbbell rotation reverse fly","shoulders","delts","dumbbell","videos/0386-prbWx1D.gif","images/0386-prbWx1D.jpg"
"dumbbell scott press","shoulders","delts","dumbbell","videos/2397-5vfAI0I.gif","images/2397-5vfAI0I.jpg"
"dumbbell seated alternate front raise","shoulders","delts","dumbbell","videos/0387-gH5fRsC.gif","images/0387-gH5fRsC.jpg"
"dumbbell seated alternate hammer curl on exercise ball","upper arms","biceps","dumbbell","videos/1676-QLRmNeT.gif","images/1676-QLRmNeT.jpg"
"dumbbell seated alternate press","shoulders","delts","dumbbell","videos/0388-QT5Q0nK.gif","images/0388-QT5Q0nK.jpg"
"dumbbell seated alternate shoulder","shoulders","delts","dumbbell","videos/3546-q7qkONO.gif","images/3546-q7qkONO.jpg"
"dumbbell seated bench extension","upper arms","triceps","dumbbell","videos/0389-JhYSVwT.gif","images/0389-JhYSVwT.jpg"
"dumbbell seated bent arm lateral raise","shoulders","delts","dumbbell","videos/2317-JzQbv7J.gif","images/2317-JzQbv7J.jpg"
"dumbbell seated bent over alternate kickback","upper arms","triceps","dumbbell","videos/1730-x0lwvfq.gif","images/1730-x0lwvfq.jpg"
"dumbbell seated bent over triceps extension","upper arms","triceps","dumbbell","videos/1737-4ievMJ9.gif","images/1737-4ievMJ9.jpg"
"dumbbell seated bicep curl","upper arms","biceps","dumbbell","videos/1677-xiA6lRr.gif","images/1677-xiA6lRr.jpg"
"dumbbell seated biceps curl (on stability ball)","upper arms","biceps","dumbbell","videos/0390-WgJnBH5.gif","images/0390-WgJnBH5.jpg"
"dumbbell seated biceps curl to shoulder press","upper arms","biceps","dumbbell","videos/3547-OeL23VY.gif","images/3547-OeL23VY.jpg"
"dumbbell seated calf raise","lower legs","calves","dumbbell","videos/1379-r29jP7S.gif","images/1379-r29jP7S.jpg"
"dumbbell seated curl","upper arms","biceps","dumbbell","videos/0391-TiaZTxx.gif","images/0391-TiaZTxx.jpg"
"dumbbell seated front raise","shoulders","delts","dumbbell","videos/0392-Ys97II0.gif","images/0392-Ys97II0.jpg"
"dumbbell seated hammer curl","upper arms","biceps","dumbbell","videos/1678-IGtBdNT.gif","images/1678-IGtBdNT.jpg"
"dumbbell seated inner biceps curl","upper arms","biceps","dumbbell","videos/0393-KXyoEtA.gif","images/0393-KXyoEtA.jpg"
"dumbbell seated kickback","upper arms","triceps","dumbbell","videos/0394-en550rk.gif","images/0394-en550rk.jpg"
"dumbbell seated lateral raise","shoulders","delts","dumbbell","videos/0396-hxyTtWj.gif","images/0396-hxyTtWj.jpg"
"dumbbell seated lateral raise v. 2","shoulders","delts","dumbbell","videos/0395-hrrS0Ed.gif","images/0395-hrrS0Ed.jpg"
"dumbbell seated neutral wrist curl","upper arms","biceps","dumbbell","videos/0397-uJmK7Z1.gif","images/0397-uJmK7Z1.jpg"
"dumbbell seated one arm bicep curl on exercise ball with leg raised","upper arms","biceps","dumbbell","videos/1679-84sESNy.gif","images/1679-84sESNy.jpg"
"dumbbell seated one arm kickback","upper arms","triceps","dumbbell","videos/0398-VQ3sNCn.gif","images/0398-VQ3sNCn.jpg"
"dumbbell seated one arm rotate","lower arms","forearms","dumbbell","videos/0399-7f2jsqP.gif","images/0399-7f2jsqP.jpg"
"dumbbell seated one leg calf raise","lower legs","calves","dumbbell","videos/0400-Ia7tumC.gif","images/0400-Ia7tumC.jpg"
"dumbbell seated one leg calf raise - hammer grip","lower legs","calves","dumbbell","videos/1380-FxhcxUW.gif","images/1380-FxhcxUW.jpg"
"dumbbell seated one leg calf raise - palm up","lower legs","calves","dumbbell","videos/1381-VW88JNd.gif","images/1381-VW88JNd.jpg"
"dumbbell seated palms up wrist curl","lower arms","forearms","dumbbell","videos/0401-2dImyQ8.gif","images/0401-2dImyQ8.jpg"
"dumbbell seated preacher curl","upper arms","biceps","dumbbell","videos/0402-7D5bgLT.gif","images/0402-7D5bgLT.jpg"
"dumbbell seated revers grip concentration curl","upper arms","biceps","dumbbell","videos/0403-lyKCLmK.gif","images/0403-lyKCLmK.jpg"
"dumbbell seated reverse grip one arm overhead tricep extension","upper arms","triceps","dumbbell","videos/1738-5fKX7wi.gif","images/1738-5fKX7wi.jpg"
"dumbbell seated shoulder press","shoulders","delts","dumbbell","videos/0405-znQUdHY.gif","images/0405-znQUdHY.jpg"
"dumbbell seated shoulder press (parallel grip)","shoulders","delts","dumbbell","videos/0404-f1jf47L.gif","images/0404-f1jf47L.jpg"
"dumbbell seated triceps extension","upper arms","triceps","dumbbell","videos/2188-kont8Ut.gif","images/2188-kont8Ut.jpg"
"dumbbell shrug","back","traps","dumbbell","videos/0406-NJzBsGJ.gif","images/0406-NJzBsGJ.jpg"
"dumbbell side bend","waist","abs","dumbbell","videos/0407-IpONWYv.gif","images/0407-IpONWYv.jpg"
"dumbbell side lying one hand raise","shoulders","delts","dumbbell","videos/0408-fTlkJop.gif","images/0408-fTlkJop.jpg"
"dumbbell side plank with rear fly","back","upper back","dumbbell","videos/3664-X6ytgYZ.gif","images/3664-X6ytgYZ.jpg"
"dumbbell single arm overhead carry","shoulders","delts","dumbbell","videos/3548-mWBtgmb.gif","images/3548-mWBtgmb.jpg"
"dumbbell single leg calf raise","lower legs","calves","dumbbell","videos/0409-1kB3Wmk.gif","images/0409-1kB3Wmk.jpg"
"dumbbell single leg deadlift","upper legs","glutes","dumbbell","videos/1757-gKozT8X.gif","images/1757-gKozT8X.jpg"
"dumbbell single leg deadlift with stepbox support","upper legs","glutes","dumbbell","videos/2805-daBmy1Y.gif","images/2805-daBmy1Y.jpg"
"dumbbell single leg split squat","upper legs","quads","dumbbell","videos/0410-qx4fgX7.gif","images/0410-qx4fgX7.jpg"
"dumbbell single leg squat","upper legs","glutes","dumbbell","videos/0411-H6ybluc.gif","images/0411-H6ybluc.jpg"
"dumbbell squat","upper legs","glutes","dumbbell","videos/0413-HsvHqgf.gif","images/0413-HsvHqgf.jpg"
